"","id","dam","sire","sex","dna","sire_dna","dam_dna","year","has_dna","par_rel","par_dna","fullsibs","sibships","depth","color","affected","family"
"366","9259","8516","9191","male","SU110233","SU110103","SU100379",2011,1,0,TRUE,3,NA,2,1,0,1
"367","9473","8302","8517","female","KL120260","SU100380","KL100266",2012,1,0,TRUE,2,NA,2,1,0,1
"368","9474","8302","8517","male","KL120261","SU100380","KL100266",2012,1,0,TRUE,2,NA,2,1,0,1
"369","9496","6124","8517","female","KL120322","SU100380","KL080371",2012,1,0,TRUE,3,NA,2,1,0,1
"370","9497","6124","8517","female","KL120323","SU100380","KL080371",2012,1,0,TRUE,3,NA,2,1,0,1
"371","9499","6124","8517","male","KL120325","SU100380","KL080371",2012,1,0,TRUE,3,NA,2,1,0,1
"372","9522","9059","8517","male","KL120347","SU100380","KL110222",2012,1,0,TRUE,2,NA,2,1,0,1
"373","9523","9059","8517","female","KL120348","SU100380","KL110222",2012,1,0,TRUE,2,NA,2,1,0,1
"374","9565","8301","8517","male","KL120434","SU100380","KL100265",2012,1,0,TRUE,5,NA,2,1,0,1
"375","9566","8301","8517","female","KL120435","SU100380","KL100265",2012,1,0,TRUE,5,NA,2,1,0,1
"376","9567","8301","8517","male","KL120436","SU100380","KL100265",2012,1,0,TRUE,5,NA,2,1,0,1
"377","9568","8301","8517","female","KL120437","SU100380","KL100265",2012,1,0,TRUE,5,NA,2,1,0,1
"378","9569","8301","8517","male","KL120438","SU100380","KL100265",2012,1,0,TRUE,5,NA,2,1,0,1
"379","9627","8516","9191","male","SU120220","SU110103","SU100379",2012,1,0,TRUE,3,NA,2,1,0,1
"380","9628","8516","9191","female","SU120221","SU110103","SU100379",2012,1,0,TRUE,3,NA,2,1,0,1
"381","9658","9226","8511","male","SU120276","SU100374","SU110210",2012,1,0,TRUE,3,NA,4,1,0,1
"382","9659","9226","8511","female","SU120277","SU100374","SU110210",2012,1,0,TRUE,3,NA,4,1,0,1
"383","9660","9226","8511","female","SU120278","SU100374","SU110210",2012,1,0,TRUE,3,NA,4,1,0,1
"384","9604","9256","9191","male","SU120170","SU110103","SU110232",2012,1,0,TRUE,2,NA,3,1,0,1
"385","9605","9256","9191","female","SU120171","SU110103","SU110232",2012,1,0,TRUE,2,NA,3,1,0,1
>>>>>>> FETCH_HEAD
